"obs_id","river","rel_river","opened_at","first_at","last_at"
"3009673","유등천","금강","2012-01-01","2011082511:00:00","2024072415:00:00"
"3009675","갑천","금강","2007-01-01","2007010100:00:00","2024072415:00:00"
"3009680","갑천","금강","1917-06-01","2001071422:00:00","2024072415:00:00"
"3009693","갑천","금강","2013-01-01","2013010100:00:00","2024072415:00:00"
"3009698","갑천","금강","2009-01-01","2008111917:00:00","2024072415:00:00"
"3010620","금강","금강","1958-01-01","1960062909:00:00","2024072415:00:00"
"3010660","금강","금강","1917-01-01","1925080816:00:00","2024072415:00:00"
"3011607","NULL","금강","2007-07-30","NULL","NULL"
"3011612","NULL","금강","2010-12-02","NULL","NULL"
"3011613","NULL","금강","2024-02-01","2024040117:00:00","2024072415:00:00"
"3011615","백곡천","금강","2006-01-01","2005042910:00:00","2024072415:00:00"
"3011617","초평천","금강","2013-01-01","2013010100:00:00","2024072415:00:00"
"3011620","미호천","금강","2008-01-01","2008010100:00:00","2024072415:00:00"
"3011623","한천","금강","2008-01-01","2008010100:00:00","2024072415:00:00"
"3011624","미호천","금강","2008-01-01","2008010100:00:00","2024072415:00:00"
"3011625","보강천","금강","2001-12-01","2001102801:00:00","2024072415:00:00"
"3011627","NULL","금강","2007-11-15","NULL","NULL"
"3011628","NULL","금강","2024-02-01","2024040117:00:00","2024072415:00:00"
"3011630","미호천","금강","2001-12-01","2001102801:00:00","2024072415:00:00"
"3011631","NULL","금강","2024-02-01","2024040117:00:00","2024072415:00:00"
"3011633","NULL","금강","2023-04-11","2023041314:00:00","2024072415:00:00"
"3011635","미호천","금강","1993-06-01","1993030100:00:00","2024072415:00:00"
"3011641","무심천","금강","2019-01-01","2019010216:00:00","2024072415:00:00"
"3011643","무심천","금강","2012-01-01","2011082511:00:00","2024072415:00:00"
"3011645","NULL","금강","1917-06-01","1981081401:00:00","2024072415:00:00"
"3011647","NULL","금강","2023-04-11","2023041314:00:00","2024072415:00:00"
"3011650","병천천","금강","2010-01-01","2009121712:00:00","2024072415:00:00"
"3011652","NULL","금강","2024-02-01","2024040117:00:00","2024072415:00:00"
"3011653","NULL","금강","2023-04-11","2023041314:00:00","2024072415:00:00"
"3011657","NULL","금강","2012-12-04","NULL","NULL"
"3011660","병천천","금강","1993-06-01","1993030100:00:00","2024072415:00:00"
"3011663","NULL","금강","2023-04-11","2023041314:00:00","2024072415:00:00"
"3011665","미호천","금강","1918-07-01","1925080813:00:00","2024072415:00:00"
"3011668","조천","금강","2024-02-01","2024040117:00:00","2024072415:00:00"
"3011675","조천","금강","2003-11-01","2003122610:00:00","2024072415:00:00"
"3011685","미호천","금강","2009-01-01","2008111916:00:00","2024072415:00:00"
"3011686","NULL","금강","2012-05-30","NULL","NULL"
"3011687","월하천","금강","2012-01-01","2011082512:00:00","2024072415:00:00"
"3011695","미호천","금강","1962-07-01","1964041901:00:00","2024072415:00:00"
"3012602","금강","금강","2012-04-16","2012041600:00:00","2024072415:00:00"
"3012603","NULL","금강","2024-02-01","2024040117:00:00","2024072415:00:00"
"3012604","NULL","금강","2005-07-30","NULL","NULL"
"3012605","금강","금강","1993-06-01","1993030100:00:00","2024072415:00:00"
"3012606","금강","금강","2010-03-30","2010033010:00:00","2017050815:00:00"
"3012607","용수천","금강","2007-01-01","2006010100:00:00","2024072415:00:00"
"3012608","금강","금강","2012-06-07","2012071014:00:00","2024072415:00:00"
"3012609","대교천","금강","2007-01-01","2006010100:00:00","2024072415:00:00"
"3012611","NULL","금강","2009-12-21","NULL","NULL"
"3012612","금강","금강","1962-07-01","1925080813:00:00","2024072415:00:00"
"3012620","금강","금강","1915-04-01","1925080816:00:00","2024072415:00:00"
"3012625","정안천","금강","2008-01-01","2008010100:00:00","2024072415:00:00"
"3012630","유구천","금강","1996-12-26","2001011611:00:00","2024072415:00:00"
"3012633","금강","금강","2010-03-30","2010033010:00:00","2024072415:00:00"
"3012634","금강","금강","2012-06-07","2012071014:00:00","2024072415:00:00"
"3012635","유구천","금강","1993-06-01","1993030100:00:00","2024072415:00:00"
"3012637","NULL","금강","2024-02-01","2024040117:00:00","2024072415:00:00"
"3012650","금강","금강","1962-07-01","1925080817:00:00","2024072415:00:00"
"3012655","지천","금강","2011-01-01","2010080211:00:00","2024072415:00:00"
"3012662","금강","금강","2010-03-30","2010033011:00:00","2024072415:00:00"
"3012664","금강","금강","2012-06-07","2012071014:00:00","2024072415:00:00"
"3012665","지천","금강","1973-01-01","1981070219:00:00","2024072415:00:00"
"3012674","금천","금강","2013-01-01","2013010100:00:00","2024072415:00:00"
"3012675","금강","금강","1915-08-01","1925080819:00:00","2024072415:00:00"
"3012680","금천","금강","1993-06-01","1993030100:00:00","2024072415:00:00"
"3012681","석성천","금강","2013-01-01","2013010100:00:00","2024072415:00:00"
"3012685","금강","금강","1962-07-01","1925080818:00:00","2024072415:00:00"
"3012690","석성천","금강","1993-06-01","1993030100:00:00","2024072415:00:00"
"3013603","장선천","금강","2021-12-28","2021122818:00:00","2024072415:00:00"
"3013605","논산천","금강","2011-01-01","2010080212:00:00","2024072415:00:00"
"3013630","노성천","금강","2021-12-28","2021122818:00:00","2024072415:00:00"
"3013650","NULL","금강","--","NULL","NULL"
"3013652","NULL","금강","2006-01-01","2005042910:00:00","2011011818:00:00"
"3013665","노성천","금강","2003-12-01","2003122610:00:00","2024072415:00:00"
"3013668","NULL","금강","2023-04-11","2023041314:00:00","2024072415:00:00"
"3013670","논산천","금강","1993-06-01","1926072210:00:00","2024072415:00:00"
"3013685","강경천","금강","2003-12-01","2003122610:00:00","2024072415:00:00"
"3014610","금강","금강","1915-04-01","1930063018:00:00","2024072415:00:00"
"3014650","금강","금강","1919-06-01","1931080304:00:00","2024072415:00:00"
"3014656","NULL","금강","2009-11-12","NULL","NULL"
"3014670","금강","금강","1955-11-01","1985060601:00:00","2024072415:00:00"
"3014680","길산천","금강","2006-01-01","2005042910:00:00","2024072415:00:00"
"3014690","금강","금강서해","1993-01-01","1993030100:00:00","2024072415:00:00"
"3014695","금강","금강","1993-01-01","1993030100:00:00","2024072415:00:00"
"3101603","NULL","삽교천","2018-11-01","2021083016:00:00","2024072415:00:00"
"3101604","무한천","삽교천","2010-01-01","2009121714:00:00","2024072415:00:00"
"3101605","무한천","삽교천","1900-01-01","2004010100:00:00","2009123123:00:00"
"3101613","신양천","삽교천","2010-01-01","2009121714:00:00","2024072415:00:00"
"3101614","NULL","삽교천","2018-11-01","2021083016:00:00","2024072415:00:00"
"3101615","NULL","삽교천","--","2004010100:00:00","2024072415:00:00"
"3101620","NULL","삽교천","--","2004010100:00:00","2024072415:00:00"
"3101622","NULL","삽교천","2019-01-30","2021083016:00:00","2024072415:00:00"
"3101625","무한천","삽교천","1929-01-01","1936081115:00:00","2024072415:00:00"
"3101627","NULL","삽교천","2024-02-01","2024040117:00:00","2024072415:00:00"
"3101630","무한천","삽교천","1962-07-01","1930071210:00:00","2024072415:00:00"
"3101635","삽교천","삽교천","1962-07-01","1971072603:00:00","2024072415:00:00"
"3101638","덕산천","삽교천","2010-01-01","2009121714:00:00","2024072415:00:00"
"3101639","NULL","삽교천","2024-02-01","2024040117:00:00","2024072415:00:00"
"3101640","삽교천","삽교천","1945-01-01","1935072108:00:00","2024072415:00:00"
"3101645","삽교천","삽교천","1962-07-01","1930071211:00:00","2024072415:00:00"
"3101650","삽교천","삽교천","2006-01-01","2005042910:00:00","2024072415:00:00"
"3101652","NULL","삽교천","2024-02-01","2024040117:00:00","2024072415:00:00"
"3101655","풍서천","삽교천","2004-12-01","2004102512:00:00","2024072415:00:00"
"3101660","곡교천","삽교천","2004-12-01","2004102512:00:00","2024072415:00:00"
"3101665","NULL","삽교천","2004-11-26","2005022215:00:00","2011011817:00:00"
"3101667","NULL","삽교천","2023-04-11","2023041314:00:00","2024072415:00:00"
"3101670","천안천","삽교천","2004-12-01","2004102512:00:00","2024072415:00:00"
"3101672","율지천","삽교천","2016-01-01","2015123010:00:00","2024072415:00:00"
"3101673","매곡천","삽교천","2007-01-01","2006010100:00:00","2024072415:00:00"
"3101675","곡교천","삽교천","2003-11-01","2003122613:00:00","2024072415:00:00"
"3101679","NULL","삽교천","2008-01-10","NULL","NULL"
"3101680","온양천","삽교천","1993-01-01","NULL","NULL"
"3101683","온양천","삽교천","2007-01-01","2006010100:00:00","2024072415:00:00"
"3101685","곡교천","삽교천","2007-01-01","2006010100:00:00","2024072415:00:00"
"3101690","곡교천","삽교천","1962-07-01","1930071205:00:00","2024072415:00:00"
"3101693","삽교천","삽교천","2007-01-01","2006010100:00:00","2024072415:00:00"
"3101695","삽교천","삽교천","1979-10-01","NULL","NULL"
"3101696","남원천","삽교천","2021-12-28","2021122818:00:00","2024072415:00:00"
"3102623","무한천","삽교천","2007-01-00","NULL","NULL"
"3201675","NULL","금강서해","2013-10-25","NULL","NULL"
"3201680","NULL","금강서해","2009-12-21","NULL","NULL"
"3201690","역천","금강서해","2011-01-01","2010080317:00:00","2024072415:00:00"
"3203620","대천천","금강서해","2010-01-01","2009121714:00:00","2024072415:00:00"
"3203629","NULL","금강서해","2007-11-06","NULL","NULL"
"3203630","금강","금강서해","2004-12-30","NULL","NULL"
"3203640","웅천천","금강서해","1996-11-01","2004070313:00:00","2024072415:00:00"
"3203645","웅천천","금강서해","1998-03-01","2004070313:00:00","2024072415:00:00"
"3203652","웅천천","금강서해","2010-01-01","2009121715:00:00","2024072415:00:00"
"3203655","NULL","만경ㆍ동진","2004-07-04","2004070313:00:00","2010021123:00:00"
"3203660","NULL","금강서해","2006-11-21","NULL","NULL"
"3301605","만경강","만경ㆍ동진","1988-03-01","NULL","NULL"
"3301610","만경강","만경ㆍ동진","1988-03-01","NULL","NULL"
"3301611","NULL","만경ㆍ동진","2006-01-16","NULL","NULL"
"3301612","NULL","만경ㆍ동진","2022-01-01","2021122900:00:00","2024072415:00:00"
"3301615","신흥천","만경ㆍ동진","2011-06-15","NULL","NULL"
"3301618","NULL","만경ㆍ동진","2014-02-21","NULL","NULL"
"3301619","NULL","만경ㆍ동진","2022-01-01","2021122900:00:00","2024072415:00:00"
"3301620","NULL","만경ㆍ동진","1988-03-01","NULL","NULL"
"3301623","고산천","만경ㆍ동진","2016-01-01","2016010100:00:00","2024072415:00:00"
"3301625","만경강","만경ㆍ동진","2004-01-01","2003082000:00:00","2024072415:00:00"
"3301630","만경강","만경ㆍ동진","2000-01-01","2000010100:00:00","2024072415:00:00"
"3301632","소양천","만경ㆍ동진","2011-07-01","NULL","NULL"
"3301635","소양천","만경ㆍ동진","2008-01-01","2008013106:00:00","2024072415:00:00"
"3301637","아중천","만경ㆍ동진","2024-07-01","2024070100:00:00","2024072415:00:00"
"3301640","소양천","만경ㆍ동진","2000-01-01","2000010100:00:00","2024072415:00:00"
"3301645","만경강","만경ㆍ동진","2000-01-01","2000010100:00:00","2024072415:00:00"
"3301647","독배천","만경ㆍ동진","2024-07-01","2024070100:00:00","2024072415:00:00"
"3301650","삼천","만경ㆍ동진","1988-03-01","NULL","NULL"
"3301651","NULL","만경ㆍ동진","2007-11-09","NULL","NULL"
"3301652","삼천","만경ㆍ동진","2012-01-01","2011122610:00:00","2024072415:00:00"
"3301653","NULL","만경ㆍ동진","2007-01-01","2006121917:00:00","2019050315:00:00"
"3301654","삼천","만경ㆍ동진","2018-12-16","2018122715:00:00","2024072415:00:00"
"3301655","삼천","만경ㆍ동진","2006-03-03","2006030311:00:00","2024072415:00:00"
"3301656","중복천","만경ㆍ동진","2024-07-01","2024070100:00:00","2024072415:00:00"
"3301657","전주천","만경ㆍ동진","2016-12-29","2016123011:00:00","2024072415:00:00"
"3301660","NULL","만경ㆍ동진","2007-01-01","2007010914:00:00","2016082923:00:00"
"3301662","전주천","만경ㆍ동진","2012-01-01","2011122610:00:00","2024072415:00:00"
"3301665","전주천","만경ㆍ동진","2000-01-01","2000010100:00:00","2024072415:00:00"
"3301670","만경강","만경ㆍ동진","1917-05-01","1920070808:00:00","2024072415:00:00"
"3301673","조촌천","만경ㆍ동진","2024-07-01","2024070100:00:00","2024072415:00:00"
"3301675","익산천","만경ㆍ동진","2004-10-04","2006030311:00:00","2024072415:00:00"
"3301680","탑천","만경ㆍ동진","2024-01-01","2024010100:00:00","2024072415:00:00"
"3301685","만경강","만경ㆍ동진","2000-01-01","2000010100:00:00","2024072415:00:00"
"3301688","탑천","만경ㆍ동진","2010-01-01","2010010411:00:00","2024072415:00:00"
"3301690","만경강","만경ㆍ동진","1917-03-01","1920070705:00:00","2024072415:00:00"
"3302605","NULL","만경ㆍ동진","1990-12-01","1990052000:00:00","2011041211:00:00"
"3302610","칠보천","만경ㆍ동진","1988-03-01","NULL","NULL"
"3302611","NULL","만경ㆍ동진","2014-11-11","NULL","NULL"
"3302615","동진강","만경ㆍ동진","2007-01-01","2007013010:00:00","2024072415:00:00"
"3302617","평사리천","만경ㆍ동진","1994-12-15","2006050418:00:00","2024072415:00:00"
"3302620","동진강","만경ㆍ동진","2002-01-01","2002011700:00:00","2024072415:00:00"
"3302630","동진강","만경ㆍ동진","1929-01-01","1956062210:00:00","2024072415:00:00"
"3302635","정읍천","만경ㆍ동진","1988-03-01","NULL","NULL"
"3302640","부전천","만경ㆍ동진","1988-03-01","NULL","NULL"
"3302643","정읍천","만경ㆍ동진","2007-01-01","2007011517:00:00","2024072415:00:00"
"3302645","정읍천","만경ㆍ동진","2007-01-01","2007013010:00:00","2024072415:00:00"
"3302650","용산천","만경ㆍ동진","1988-03-01","NULL","NULL"
"3302652","천원천","만경ㆍ동진","2023-01-01","2022122914:00:00","2024072415:00:00"
"3302653","정읍천","만경ㆍ동진","2008-01-01","2008013106:00:00","2024072415:00:00"
"3302654","한교천","만경ㆍ동진","2023-01-01","2022122914:00:00","2024072415:00:00"
"3302655","정읍천","만경ㆍ동진","2000-06-01","2002011614:00:00","2024072415:00:00"
"3302657","고부천","만경ㆍ동진","2011-01-01","2010120916:00:00","2024072415:00:00"
"3302658","정읍천","만경ㆍ동진","2011-01-01","2011031014:00:00","2024072415:00:00"
"3302660","원평천","만경ㆍ동진","2011-01-01","2010120916:00:00","2024072415:00:00"
"3302661","NULL","만경ㆍ동진","2006-05-24","NULL","NULL"
"3302665","동진강","만경ㆍ동진","2000-06-01","2000052200:00:00","2024072415:00:00"
"3302675","고부천","만경ㆍ동진","2000-06-01","2000052200:00:00","2024072415:00:00"
"3302680","두월천","만경ㆍ동진","2015-01-01","2015010100:00:00","2024072415:00:00"
"3302685","원평천","만경ㆍ동진","2000-06-01","2000052200:00:00","2024072415:00:00"
"3302690","동진강","만경ㆍ동진","1989-08-01","NULL","NULL"
"3303110","직소천","만경ㆍ동진","1996-05-01","2006050320:00:00","2024072415:00:00"
"3303660","NULL","만경ㆍ동진","2021-10-02","NULL","NULL"
"3303670","직소천","만경ㆍ동진","1996-06-01","NULL","NULL"
"4001605","섬진강","섬진강","2024-07-01","2024070100:00:00","2024072415:00:00"
"4001610","섬진강","섬진강","2009-01-01","2008122910:00:00","2024072415:00:00"
"4001617","임실천","섬진강","2024-07-01","2024070100:00:00","2024072415:00:00"
"4001620","NULL","섬진강","1990-12-15","1990052000:00:00","2024072415:00:00"
"4001628","NULL","섬진강","2018-12-01","NULL","NULL"
"4001660","추령천","섬진강","1990-12-15","1990052000:00:00","2024072415:00:00"
"4002605","섬진강","섬진강","1990-12-15","1990052000:00:00","2024072415:00:00"
"4002610","섬진강","섬진강","1990-12-15","1990052000:00:00","2024072415:00:00"
"4002620","갈담천","섬진강","2023-01-01","2022122914:00:00","2024072415:00:00"
"4002640","섬진강","섬진강","1962-06-01","1963061918:00:00","2024072415:00:00"
"4002690","섬진강","섬진강","1970-10-01","1973080306:00:00","2024072415:00:00"
"4003615","NULL","섬진강","2005-07-21","NULL","NULL"
"4003630","둔남천","섬진강","2022-01-01","2021122900:00:00","2024072415:00:00"
"4003650","오수천","섬진강","2012-01-01","2011122610:00:00","2024072415:00:00"
"4003690","오수천","섬진강","1970-01-01","1973080209:00:00","2024072415:00:00"
"4004615","섬진강","섬진강","1917-03-01","1919090320:00:00","2024072415:00:00"
"4004630","경천","섬진강","1986-12-26","1989010101:00:00","2024072415:00:00"
"4004640","경천","섬진강","2010-01-01","2009112909:00:00","2024072415:00:00"
"4004650","옥과천","섬진강","2009-01-01","2008122910:00:00","2024072415:00:00"
"4004660","섬진강","섬진강","1962-07-01","1963061917:00:00","2024072415:00:00"
"4004680","옥과천","섬진강","2023-01-01","2022122914:00:00","2024072415:00:00"
"4004690","섬진강","섬진강","1997-03-01","1997031300:00:00","2024072415:00:00"
"4005620","NULL","만경ㆍ동진","1988-03-01","NULL","NULL"
"4005624","NULL","섬진강","2008-12-09","NULL","NULL"
"4005627","NULL","섬진강","2021-01-01","2020030516:00:00","2024072415:00:00"
"4005628","NULL","섬진강","2007-11-06","NULL","NULL"
"4005630","요천","섬진강","2002-01-01","NULL","NULL"
"4005645","요천","섬진강","2010-01-01","2009112909:00:00","2024072415:00:00"
"4005660","요천","섬진강","1973-01-01","1973080305:00:00","2024072415:00:00"
"4005670","요천","섬진강","1990-03-12","1990070313:00:00","2024072415:00:00"
"4005690","요천","섬진강","2001-09-06","2001090500:00:00","2024072415:00:00"
"4006660","섬진강","섬진강","1990-03-12","1990062800:00:00","2024072415:00:00"
"4006667","곡성천","섬진강","2023-01-01","2022122914:00:00","2024072415:00:00"
"4006680","섬진강","섬진강","1917-03-01","1919090116:00:00","2024072415:00:00"
"4007610","봉화천","섬진강","2024-07-01","2024070100:00:00","2024072415:00:00"
"4007615","보성강","섬진강","2013-11-30","2016071213:00:00","2024072415:00:00"
"4007616","보성강","섬진강","2022-01-01","2021122900:00:00","2024072415:00:00"
"4007618","봉화천","섬진강","2019-12-20","2019122410:00:00","2024072415:00:00"
"4007620","NULL","섬진강남해","2013-12-30","2010092914:00:00","2024072415:00:00"
"4007623","보성강","섬진강남해","1986-01-06","NULL","NULL"
"4007625","보성강","섬진강","1991-07-01","1990052000:00:00","2024072415:00:00"
"4007630","보성강","섬진강","1991-07-01","1990052000:00:00","2024072415:00:00"
"4007660","동복천","섬진강","1991-07-01","1990070614:00:00","2024072415:00:00"
"4007661","동복천","섬진강","2022-01-01","2021122900:00:00","2024072415:00:00"
"4007670","동복천","섬진강","1996-08-22","1993081318:00:00","2024072415:00:00"
"4007695","보성강","섬진강","1991-07-01","1990052000:00:00","2024072415:00:00"
"4008603","NULL","섬진강","2021-08-01","NULL","NULL"
"4008650","보성강","섬진강","1991-07-01","1990052000:00:00","2024072415:00:00"
"4008655","보성강","섬진강","2008-08-04","2008082910:00:00","2024072415:00:00"
"4008660","보성강","섬진강","2010-01-01","2009112909:00:00","2024072415:00:00"
"4008661","NULL","섬진강","2007-11-16","NULL","NULL"
"4008670","보성강","섬진강","1996-03-01","1997031300:00:00","2024072415:00:00"
"4009601","황전천","섬진강","2024-07-01","2024070100:00:00","2024072415:00:00"
"4009608","황전천","섬진강","2011-01-01","2010120916:00:00","2024072415:00:00"
"4009610","섬진강","섬진강","1961-08-01","1963061917:00:00","2024072415:00:00"
"4009618","섬진강","섬진강","2023-01-01","2022122914:00:00","2024072415:00:00"
"4009622","서시천","섬진강","2022-01-01","2021122900:00:00","2024072415:00:00"
"4009625","서시천","섬진강","2007-01-01","2007010100:00:00","2024072415:00:00"
"4009628","NULL","섬진강","2013-12-13","NULL","NULL"
"4009630","섬진강","섬진강","1917-03-01","1919090112:00:00","2024072415:00:00"
"4009638","화개천","섬진강","2020-01-09","2020010913:00:00","2024072415:00:00"
"4009640","섬진강","섬진강","2005-01-21","2002061810:00:00","2024072415:00:00"
"4009650","섬진강","섬진강","2016-12-29","2016123011:00:00","2024072415:00:00"
"4009665","섬진강","섬진강","1919-02-01","1920070316:00:00","2024072415:00:00"
"4009668","NULL","섬진강","2014-02-21","NULL","NULL"
"4009670","횡천강","섬진강","2010-01-01","2009112909:00:00","2024072415:00:00"
"4104603","이사천","섬진강남해","2005-07-21","2014032115:00:00","2024072415:00:00"
"4104610","이사천","섬진강남해","2008-08-04","2014032112:00:00","2024072415:00:00"
"4104620","이사천","섬진강남해","1991-07-01","1990052000:00:00","2024072415:00:00"
"4104625","이사천","섬진강남해","1991-07-01","1990052000:00:00","2024072415:00:00"
"4104640","순천서천","섬진강남해","2024-01-01","2024010100:00:00","2024072415:00:00"
"4104655","이사천","섬진강남해","1991-07-01","1990052000:00:00","2024072415:00:00"
"4104665","이사천","섬진강남해","1973-01-01","1979082507:00:00","2024072415:00:00"
"4104680","순천동천","섬진강남해","2009-01-01","2008122911:00:00","2024072415:00:00"
"4104685","이사천","섬진강남해","1953-08-01","1954072113:00:00","2024072415:00:00"
"4105210","수어천","섬진강남해","2005-01-01","2006050815:00:00","2024072415:00:00"
"4105610","수어천","섬진강남해","2023-12-01","NULL","NULL"
"4105630","광양서천","섬진강남해","2014-01-01","2014010718:00:00","2024072415:00:00"
"4105640","광양동천","섬진강남해","2017-12-12","2018010101:00:00","2024072415:00:00"
"4105660","수어천","섬진강남해","1978-05-31","NULL","NULL"
"4105665","수어천","섬진강남해","2008-10-31","2008102509:00:00","2024072415:00:00"
"4105670","수어천","섬진강남해","2008-10-31","2008111212:00:00","2024072415:00:00"
"4105694","연등천","섬진강남해","2024-01-01","2024010100:00:00","2024072415:00:00"
"5001610","금성천","영산강","1992-04-01","1991060814:00:00","2024072415:00:00"
"5001615","영산강","영산강","2003-08-20","2003082000:00:00","2024072415:00:00"
"5001616","NULL","영산강","2012-07-01","2023071000:00:00","2024072415:00:00"
"5001617","NULL","영산강","2012-07-01","NULL","NULL"
"5001618","용천","영산강","2012-06-26","2012062514:00:00","2024072415:00:00"
"5001620","오례천","영산강","1969-05-01","1976060805:00:00","2024072415:00:00"
"5001625","영산강","영산강","2003-08-20","2003082000:00:00","2024072415:00:00"
"5001627","증암천","영산강","2013-01-01","2012100500:00:00","2024072415:00:00"
"5001630","증암천","영산강","1992-04-01","1991071617:00:00","2024072415:00:00"
"5001632","풍영정천","영산강","2024-07-01","2024070100:00:00","2024072415:00:00"
"5001640","영산강","영산강","1992-04-01","1991071617:00:00","2024072415:00:00"
"5001645","영산강","영산강","2016-01-01","2016010100:00:00","2024072415:00:00"
"5001650","NULL","영산강","2000-06-01","2002011620:00:00","2024072415:00:00"
"5001655","풍영정천","영산강","2008-01-01","2008010100:00:00","2024072415:00:00"
"5001660","영산강","영산강","2006-01-01","2006012512:00:00","2024072415:00:00"
"5001669","증심사천","영산강","2024-07-01","2024070100:00:00","2024072415:00:00"
"5001670","광주천","영산강","2004-10-01","2004092316:00:00","2024072415:00:00"
"5001673","광주천","영산강","2012-01-01","2011122610:00:00","2024072415:00:00"
"5001676","서방천","영산강","2024-07-01","2024070100:00:00","2024072415:00:00"
"5001680","영산강","영산강","1916-01-01","1917062915:00:00","2024072415:00:00"
"5001682","서창천","영산강","2024-07-01","2024070100:00:00","2024072415:00:00"
"5002201","NULL","낙동강","2008-02-01","2007090616:00:00","2024072415:00:00"
"5002610","북하천","영산강","2015-01-01","2015010100:00:00","2024072415:00:00"
"5002620","황룡강","영산강","1992-04-01","1991071308:00:00","2024072415:00:00"
"5002630","개천","영산강","2024-07-01","2024070100:00:00","2024072415:00:00"
"5002643","개천","영산강","2012-01-01","2011122610:00:00","2024072415:00:00"
"5002650","황룡강","영산강","1962-06-01","1963063006:00:00","2024072415:00:00"
"5002660","황룡강","영산강","2006-03-03","2006030311:00:00","2024072415:00:00"
"5002666","NULL","영산강","2022-01-01","2021122900:00:00","2024072415:00:00"
"5002667","NULL","영산강","2013-08-13","NULL","NULL"
"5002670","평림천","영산강","2015-01-01","2015080510:00:00","2024072415:00:00"
"5002673","NULL","영산강","2019-09-01","NULL","NULL"
"5002677","평림천","영산강","2009-01-01","2008120413:00:00","2024072415:00:00"
"5002680","NULL","영산강","2007-11-01","NULL","NULL"
"5002690","황룡강","영산강","1915-01-01","1916061411:00:00","2024072415:00:00"
"5003604","지석천","영산강","2012-06-19","2012061904:00:00","2024072415:00:00"
"5003605","지석천","영산강","2002-01-01","2001062200:00:00","2024072415:00:00"
"5003606","NULL","영산강","2012-07-01","NULL","NULL"
"5003607","NULL","영산강","2012-07-01","NULL","NULL"
"5003610","지석천","영산강","2002-01-01","2001062200:00:00","2024072415:00:00"
"5003612","만연천","영산강","2024-07-01","2024070100:00:00","2024072415:00:00"
"5003613","화순천","영산강","2024-01-01","2024010100:00:00","2024072415:00:00"
"5003615","화순천","영산강","2002-01-01","2001062200:00:00","2024072415:00:00"
"5003620","지석천","영산강","1962-07-01","1974052001:00:00","2024072415:00:00"
"5003640","지석천","영산강","1992-04-01","1991071617:00:00","2024072415:00:00"
"5003650","대초천","영산강","2002-01-01","2001062200:00:00","2024072415:00:00"
"5003680","지석천","영산강","1918-04-01","1921071102:00:00","2024072415:00:00"
"5004620","영산강","영산강","1916-01-01","1921071714:00:00","2024072415:00:00"
"5004630","영산강","영산강","2012-06-15","2012053116:00:00","2024072415:00:00"
"5004650","영산강","영산강","1915-09-01","1963061908:00:00","2024072415:00:00"
"5004655","만봉천","영산강","2014-01-01","2014010718:00:00","2024072415:00:00"
"5004670","영산강","영산강","1915-09-01","1917062918:00:00","2024072415:00:00"
"5004698","영산강","영산강","2012-05-24","2012052410:00:00","2024072415:00:00"
"5005650","고막원천","영산강","2004-12-10","2004121512:00:00","2024072415:00:00"
"5005680","고막원천","영산강","1992-04-01","1991070100:00:00","2024072415:00:00"
"5006610","영산강","영산강","1962-01-01","1923062115:00:00","2024072415:00:00"
"5006617","NULL","영산강","2021-01-01","2020030516:00:00","2024072415:00:00"
"5006620","함평천","영산강","2004-01-01","2003122200:00:00","2024072415:00:00"
"5006621","NULL","영산강","2012-11-13","NULL","NULL"
"5006630","함평천","영산강","1992-04-01","1991070100:00:00","2024072415:00:00"
"5006670","영산강","영산강","1992-04-01","1991070100:00:00","2024072415:00:00"
"5007630","영암천","영산강","2024-01-01","2024010100:00:00","2024072415:00:00"
"5007640","영암천","영산강","2009-01-01","2008122910:00:00","2024072415:00:00"
"5008670","남창천","영산강","2024-01-01","2024010100:00:00","2024072415:00:00"
"5101620","탐진강","탐진강","2000-06-13","2000123010:00:00","2024072415:00:00"
"5101631","탐진강","탐진강","2003-12-01","20        :00:00","2024072415:00:00"
"5101650","탐진강","탐진강","2000-06-01","2000052200:00:00","2024072415:00:00"
"5101670","탐진강","탐진강","1973-01-01","1976060720:00:00","2024072415:00:00"
"5101675","금강천","탐진강","2000-06-01","2000052200:00:00","2024072415:00:00"
"5101680","탐진강","탐진강","2000-06-13","2000123010:00:00","2024072415:00:00"
"5101690","탐진강","탐진강","2000-06-01","2000052200:00:00","2024072415:00:00"
"5201640","진도천","영산강남해","2024-01-01","2024010100:00:00","2024072415:00:00"
"5202670","해남천","영산강남해","2024-01-01","2024010100:00:00","2024072415:00:00"
"5301635","고창천","영산강서해","2024-01-01","2024010100:00:00","2024072415:00:00"
"5301660","주진천","영산강서해","2014-01-01","2014010718:00:00","2024072415:00:00"
"5301690","주진천","영산강서해","2010-01-01","2010010100:00:00","2024072415:00:00"
"5302620","와탄천","영산강서해","2014-01-01","2014010917:00:00","2024072415:00:00"
"5302640","NULL","영산강서해","2009-01-04","NULL","NULL"
"5302660","불갑천","영산강서해","2022-01-01","2021122900:00:00","2024072415:00:00"
"6001650","금성천","제주도","2023-01-01","2022122914:00:00","2024072415:00:00"
"6002670","한천","제주도","2023-01-01","2022122914:00:00","2024072415:00:00"
"6003620","창고천","제주도","2023-01-01","2022122914:00:00","2024072415:00:00"
"6004670","천미천","제주도","2023-01-01","2022122914:00:00","2024072415:00:00"
"8000001","NULL","만경ㆍ동진","2020-01-01","2020030515:00:00","2021123015:00:00"
